DateTime,Consumption,Anomaly
1997-01-01 23:15:00,1012.0,0
1997-01-01 23:30:00,1018.0,0
1997-01-01 23:45:00,1011.0,0
1997-01-02 00:00:00,1010.0,0
1997-01-02 00:15:00,1000.0,0
1997-01-02 00:30:00,1006.0,0
1997-01-02 00:45:00,1000.0,0
1997-01-02 01:00:00,1012.0,0
1997-01-02 01:15:00,1001.0,0
1997-01-02 01:30:00,1013.0,0
1997-01-02 01:45:00,1014.0,0
1997-01-02 02:00:00,1001.0,0
1997-01-02 02:15:00,1009.0,0
1997-01-02 02:30:00,1006.0,0
1997-01-02 02:45:00,1003.0,0
1997-01-02 03:00:00,995.0,0
1997-01-02 03:15:00,1007.0,0
1997-01-02 03:30:00,1014.0,0
1997-01-02 03:45:00,1008.0,0
1997-01-02 04:00:00,1014.0,0
1997-01-02 04:15:00,1010.0,0
1997-01-02 04:30:00,1014.0,0
1997-01-02 04:45:00,1010.0,0
1997-01-02 05:00:00,1009.0,0
1997-01-02 05:15:00,1022.0,0
1997-01-02 05:30:00,1023.0,0
1997-01-02 05:45:00,1024.0,0
1997-01-02 06:00:00,1022.0,0
1997-01-02 06:15:00,1068.0,0
1997-01-02 06:30:00,1088.0,0
1997-01-02 06:45:00,1106.0,0
1997-01-02 07:00:00,1142.0,0
1997-01-02 07:15:00,1160.0,0
1997-01-02 07:30:00,1257.0,0
1997-01-02 07:45:00,1335.0,0
1997-01-02 08:00:00,1352.0,0
1997-01-02 08:15:00,1390.0,0
1997-01-02 08:30:00,1449.0,0
1997-01-02 08:45:00,1495.0,0
1997-01-02 09:00:00,1511.0,0
1997-01-02 09:15:00,1561.0,0
1997-01-02 09:30:00,1593.0,0
1997-01-02 09:45:00,1684.0,0
1997-01-02 10:00:00,1644.0,0
1997-01-02 10:15:00,1598.0,0
1997-01-02 10:30:00,1621.0,0
1997-01-02 10:45:00,1657.0,0
1997-01-02 11:00:00,1673.0,0
1997-01-02 11:15:00,1667.0,0
1997-01-02 11:30:00,1609.0,0
1997-01-02 11:45:00,1617.0,0
1997-01-02 12:00:00,1583.0,0
1997-01-02 12:15:00,1595.0,0
1997-01-02 12:30:00,1615.0,0
1997-01-02 12:45:00,1606.0,0
1997-01-02 13:00:00,1607.0,0
1997-01-02 13:15:00,1592.0,0
1997-01-02 13:30:00,1594.0,0
1997-01-02 13:45:00,1603.0,0
1997-01-02 14:00:00,1551.0,0
1997-01-02 14:15:00,1546.0,0
1997-01-02 14:30:00,1604.0,0
1997-01-02 14:45:00,1585.0,0
1997-01-02 15:00:00,1551.0,0
1997-01-02 15:15:00,1542.0,0
1997-01-02 15:30:00,1522.0,0
1997-01-02 15:45:00,1488.0,0
1997-01-02 16:00:00,1451.0,0
1997-01-02 16:15:00,1391.0,0
1997-01-02 16:30:00,1369.0,0
1997-01-02 16:45:00,1315.0,0
1997-01-02 17:00:00,1248.0,0
1997-01-02 17:15:00,1198.0,0
1997-01-02 17:30:00,1184.0,0
1997-01-02 17:45:00,1183.0,0
1997-01-02 18:00:00,1180.0,0
1997-01-02 18:15:00,1148.0,0
1997-01-02 18:30:00,1083.0,0
1997-01-02 18:45:00,1077.0,0
1997-01-02 19:00:00,1093.0,0
1997-01-02 19:15:00,1095.0,0
1997-01-02 19:30:00,1081.0,0
1997-01-02 19:45:00,1035.0,0
1997-01-02 20:00:00,1051.0,0
1997-01-02 20:15:00,1045.0,0
1997-01-02 20:30:00,1025.0,0
1997-01-02 20:45:00,1033.0,0
1997-01-02 21:00:00,1068.0,0
1997-01-02 21:15:00,1065.0,0
1997-01-02 21:30:00,1050.0,0
1997-01-02 21:45:00,1006.0,0
1997-01-02 22:00:00,1007.0,0
1997-01-02 22:15:00,1026.0,0
1997-01-02 22:30:00,1029.0,0
1997-01-02 22:45:00,1035.0,0
1997-01-02 23:00:00,1043.0,0
1997-01-02 23:15:00,1011.0,0
1997-01-02 23:30:00,1005.0,0
1997-01-02 23:45:00,1025.0,0
1997-01-03 00:00:00,1018.0,0
1997-01-03 00:15:00,1055.0,0
1997-01-03 00:30:00,1078.0,0
1997-01-03 00:45:00,1055.0,0
1997-01-03 01:00:00,1029.0,0
1997-01-03 01:15:00,988.0,0
1997-01-03 01:30:00,924.0,0
1997-01-03 01:45:00,985.0,0
1997-01-03 02:00:00,990.0,0
1997-01-03 02:15:00,991.0,0
1997-01-03 02:30:00,991.0,0
1997-01-03 02:45:00,995.0,0
1997-01-03 03:00:00,987.0,0
1997-01-03 03:15:00,999.0,0
1997-01-03 03:30:00,1026.0,0
1997-01-03 03:45:00,1035.0,0
1997-01-03 04:00:00,1036.0,0
1997-01-03 04:15:00,1063.0,0
1997-01-03 04:30:00,1059.0,0
1997-01-03 04:45:00,1079.0,0
1997-01-03 05:00:00,1076.0,0
1997-01-03 05:15:00,1036.0,0
1997-01-03 05:30:00,1025.0,0
1997-01-03 05:45:00,1013.0,0
1997-01-03 06:00:00,1025.0,0
1997-01-03 06:15:00,1043.0,0
1997-01-03 06:30:00,1052.0,0
1997-01-03 06:45:00,1091.0,0
1997-01-03 07:00:00,1155.0,0
1997-01-03 07:15:00,1205.0,0
1997-01-03 07:30:00,1348.0,0
1997-01-03 07:45:00,1393.0,0
1997-01-03 08:00:00,1434.0,0
1997-01-03 08:15:00,1471.0,0
1997-01-03 08:30:00,1566.0,0
1997-01-03 08:45:00,1665.0,0
1997-01-03 09:00:00,1637.0,0
1997-01-03 09:15:00,1622.0,0
1997-01-03 09:30:00,1722.0,0
1997-01-03 09:45:00,1684.0,0
1997-01-03 10:00:00,1613.0,0
1997-01-03 10:15:00,1579.0,0
1997-01-03 10:30:00,1621.0,0
1997-01-03 10:45:00,1641.0,0
1997-01-03 11:00:00,1646.0,0
1997-01-03 11:15:00,1631.0,0
1997-01-03 11:30:00,1637.0,0
1997-01-03 11:45:00,1586.0,0
1997-01-03 12:00:00,1626.0,0
1997-01-03 12:15:00,1593.0,0
1997-01-03 12:30:00,1646.0,0
1997-01-03 12:45:00,1678.0,0
1997-01-03 13:00:00,1688.0,0
1997-01-03 13:15:00,1654.0,0
1997-01-03 13:30:00,1625.0,0
1997-01-03 13:45:00,1607.0,0
1997-01-03 14:00:00,1589.0,0
1997-01-03 14:15:00,1600.0,0
1997-01-03 14:30:00,1595.0,0
1997-01-03 14:45:00,1550.0,0
1997-01-03 15:00:00,1503.0,0
1997-01-03 15:15:00,1475.0,0
1997-01-03 15:30:00,1520.0,0
1997-01-03 15:45:00,1563.0,0
1997-01-03 16:00:00,1520.0,0
1997-01-03 16:15:00,1448.0,0
1997-01-03 16:30:00,1382.0,0
1997-01-03 16:45:00,1337.0,0
1997-01-03 17:00:00,1309.0,0
1997-01-03 17:15:00,1291.0,0
1997-01-03 17:30:00,1243.0,0
1997-01-03 17:45:00,1176.0,0
1997-01-03 18:00:00,1160.0,0
1997-01-03 18:15:00,1102.0,0
1997-01-03 18:30:00,1057.0,0
1997-01-03 18:45:00,1068.0,0
1997-01-03 19:00:00,1062.0,0
1997-01-03 19:15:00,1056.0,0
1997-01-03 19:30:00,1053.0,0
1997-01-03 19:45:00,1025.0,0
1997-01-03 20:00:00,1071.0,0
1997-01-03 20:15:00,1055.0,0
1997-01-03 20:30:00,1036.0,0
1997-01-03 20:45:00,1067.0,0
1997-01-03 21:00:00,1095.0,0
1997-01-03 21:15:00,1097.0,0
1997-01-03 21:30:00,1051.0,0
1997-01-03 21:45:00,1049.0,0
1997-01-03 22:00:00,1034.0,0
1997-01-03 22:15:00,1036.0,0
1997-01-03 22:30:00,1057.0,0
1997-01-03 22:45:00,1046.0,0
1997-01-03 23:00:00,1028.0,0
1997-01-03 23:15:00,1055.0,0
1997-01-03 23:30:00,1053.0,0
1997-01-03 23:45:00,1052.0,0
1997-01-04 00:00:00,1042.0,0
1997-01-04 00:15:00,1039.0,0
1997-01-04 00:30:00,1064.0,0
1997-01-04 00:45:00,1087.0,0
1997-01-04 01:00:00,1109.0,0
1997-01-04 01:15:00,1065.0,0
1997-01-04 01:30:00,1047.0,0
1997-01-04 01:45:00,1032.0,0
1997-01-04 02:00:00,1028.0,0
1997-01-04 02:15:00,1035.0,0
1997-01-04 02:30:00,1028.0,0
1997-01-04 02:45:00,1018.0,0
1997-01-04 03:00:00,1029.0,0
1997-01-04 03:15:00,1024.0,0
1997-01-04 03:30:00,1126.0,0
1997-01-04 03:45:00,1031.0,0
1997-01-04 04:00:00,1037.0,0
1997-01-04 04:15:00,1016.0,0
1997-01-04 04:30:00,1005.0,0
1997-01-04 04:45:00,1057.0,0
1997-01-04 05:00:00,1048.0,0
1997-01-04 05:15:00,1060.0,0
1997-01-04 05:30:00,1004.0,0
1997-01-04 05:45:00,1024.0,0
1997-01-04 06:00:00,1071.0,0
1997-01-04 06:15:00,1091.0,0
1997-01-04 06:30:00,1217.0,0
1997-01-04 06:45:00,1101.0,0
1997-01-04 07:00:00,1061.0,0
1997-01-04 07:15:00,1046.0,0
1997-01-04 07:30:00,1066.0,0
1997-01-04 07:45:00,1086.0,0
1997-01-04 08:00:00,1054.0,0
1997-01-04 08:15:00,1041.0,0
1997-01-04 08:30:00,1072.0,0
1997-01-04 08:45:00,1077.0,0
1997-01-04 09:00:00,1089.0,0
1997-01-04 09:15:00,1077.0,0
1997-01-04 09:30:00,1089.0,0
1997-01-04 09:45:00,1108.0,0
1997-01-04 10:00:00,1108.0,0
1997-01-04 10:15:00,1107.0,0
1997-01-04 10:30:00,1110.0,0
1997-01-04 10:45:00,1097.0,0
1997-01-04 11:00:00,1141.0,0
1997-01-04 11:15:00,1126.0,0
1997-01-04 11:30:00,1106.0,0
1997-01-04 11:45:00,1118.0,0
1997-01-04 12:00:00,1133.0,0
1997-01-04 12:15:00,1097.0,0
1997-01-04 12:30:00,1097.0,0
1997-01-04 12:45:00,1114.0,0
1997-01-04 13:00:00,1108.0,0
1997-01-04 13:15:00,1124.0,0
1997-01-04 13:30:00,1118.0,0
1997-01-04 13:45:00,1112.0,0
1997-01-04 14:00:00,1106.0,0
1997-01-04 14:15:00,1080.0,0
1997-01-04 14:30:00,1077.0,0
1997-01-04 14:45:00,1072.0,0
1997-01-04 15:00:00,1085.0,0
1997-01-04 15:15:00,1113.0,0
1997-01-04 15:30:00,1075.0,0
1997-01-04 15:45:00,1073.0,0
1997-01-04 16:00:00,1094.0,0
1997-01-04 16:15:00,1103.0,0
1997-01-04 16:30:00,1099.0,0
1997-01-04 16:45:00,1111.0,0
1997-01-04 17:00:00,1109.0,0
1997-01-04 17:15:00,1099.0,0
1997-01-04 17:30:00,1093.0,0
1997-01-04 17:45:00,1097.0,0
1997-01-04 18:00:00,1073.0,0
1997-01-04 18:15:00,1071.0,0
1997-01-04 18:30:00,1062.0,0
1997-01-04 18:45:00,1054.0,0
1997-01-04 19:00:00,1059.0,0
1997-01-04 19:15:00,1030.0,0
1997-01-04 19:30:00,1011.0,0
1997-01-04 19:45:00,1006.0,0
1997-01-04 20:00:00,1077.0,0
1997-01-04 20:15:00,1129.0,0
1997-01-04 20:30:00,1116.0,0
1997-01-04 20:45:00,1111.0,0
1997-01-04 21:00:00,1103.0,0
1997-01-04 21:15:00,1071.0,0
1997-01-04 21:30:00,1047.0,0
1997-01-04 21:45:00,1024.0,0
1997-01-04 22:00:00,1039.0,0
1997-01-04 22:15:00,1020.0,0
1997-01-04 22:30:00,1013.0,0
1997-01-04 22:45:00,1043.0,0
1997-01-04 23:00:00,1025.0,0
1997-01-04 23:15:00,1032.0,0
1997-01-04 23:30:00,1009.0,0
1997-01-04 23:45:00,1004.0,0
1997-01-05 00:00:00,990.0,0
1997-01-05 00:15:00,1011.0,0
1997-01-05 00:30:00,1000.0,0
1997-01-05 00:45:00,1007.0,0
1997-01-05 01:00:00,1015.0,0
1997-01-05 01:15:00,1004.0,0
1997-01-05 01:30:00,1011.0,0
1997-01-05 01:45:00,1020.0,0
1997-01-05 02:00:00,974.0,0
1997-01-05 02:15:00,981.0,0
1997-01-05 02:30:00,974.0,0
1997-01-05 02:45:00,984.0,0
1997-01-05 03:00:00,977.0,0
1997-01-05 03:15:00,973.0,0
1997-01-05 03:30:00,966.0,0
1997-01-05 03:45:00,969.0,0
1997-01-05 04:00:00,1020.0,0
1997-01-05 04:15:00,1005.0,0
1997-01-05 04:30:00,1009.0,0
1997-01-05 04:45:00,1013.0,0
1997-01-05 05:00:00,1005.0,0
1997-01-05 05:15:00,1005.0,0
1997-01-05 05:30:00,1009.0,0
1997-01-05 05:45:00,1024.0,0
1997-01-05 06:00:00,1024.0,0
1997-01-05 06:15:00,1020.0,0
1997-01-05 06:30:00,998.0,0
1997-01-05 06:45:00,998.0,0
1997-01-05 07:00:00,983.0,0
1997-01-05 07:15:00,978.0,0
1997-01-05 07:30:00,977.0,0
1997-01-05 07:45:00,1009.0,0
1997-01-05 08:00:00,994.0,0
1997-01-05 08:15:00,1017.0,0
1997-01-05 08:30:00,1007.0,0
1997-01-05 08:45:00,1018.0,0
1997-01-05 09:00:00,1033.0,0
1997-01-05 09:15:00,1037.0,0
1997-01-05 09:30:00,1029.0,0
1997-01-05 09:45:00,1040.0,0
1997-01-05 10:00:00,1020.0,0
1997-01-05 10:15:00,1022.0,0
1997-01-05 10:30:00,1030.0,0
1997-01-05 10:45:00,1032.0,0
1997-01-05 11:00:00,1003.0,0
1997-01-05 11:15:00,1021.0,0
1997-01-05 11:30:00,1027.0,0
1997-01-05 11:45:00,1037.0,0
1997-01-05 12:00:00,1030.0,0
1997-01-05 12:15:00,1020.0,0
1997-01-05 12:30:00,1008.0,0
1997-01-05 12:45:00,1004.0,0
1997-01-05 13:00:00,1001.0,0
1997-01-05 13:15:00,990.0,0
1997-01-05 13:30:00,979.0,0
1997-01-05 13:45:00,994.0,0
1997-01-05 14:00:00,991.0,0
1997-01-05 14:15:00,999.0,0
1997-01-05 14:30:00,987.0,0
1997-01-05 14:45:00,990.0,0
1997-01-05 15:00:00,1012.0,0
1997-01-05 15:15:00,1013.0,0
1997-01-05 15:30:00,1012.0,0
1997-01-05 15:45:00,1009.0,0
1997-01-05 16:00:00,997.0,0
1997-01-05 16:15:00,1015.0,0
1997-01-05 16:30:00,1004.0,0
1997-01-05 16:45:00,1016.0,0
1997-01-05 17:00:00,1006.0,0
1997-01-05 17:15:00,1024.0,0
1997-01-05 17:30:00,1018.0,0
1997-01-05 17:45:00,1005.0,0
1997-01-05 18:00:00,1007.0,0
1997-01-05 18:15:00,1018.0,0
1997-01-05 18:30:00,1028.0,0
1997-01-05 18:45:00,1030.0,0
1997-01-05 19:00:00,1024.0,0
1997-01-05 19:15:00,1038.0,0
1997-01-05 19:30:00,1016.0,0
1997-01-05 19:45:00,1014.0,0
1997-01-05 20:00:00,1019.0,0
1997-01-05 20:15:00,1016.0,0
1997-01-05 20:30:00,1033.0,0
1997-01-05 20:45:00,1025.0,0
1997-01-05 21:00:00,1017.0,0
1997-01-05 21:15:00,1013.0,0
1997-01-05 21:30:00,1013.0,0
1997-01-05 21:45:00,1020.0,0
1997-01-05 22:00:00,1016.0,0
1997-01-05 22:15:00,1012.0,0
1997-01-05 22:30:00,1013.0,0
1997-01-05 22:45:00,1011.0,0
1997-01-05 23:00:00,1008.0,0
1997-01-05 23:15:00,1019.0,0
1997-01-05 23:30:00,1019.0,0
1997-01-05 23:45:00,1022.0,0
1997-01-06 00:00:00,1008.0,0
1997-01-06 00:15:00,1001.0,0
1997-01-06 00:30:00,1009.0,0
1997-01-06 00:45:00,1009.0,0
1997-01-06 01:00:00,1001.0,0
1997-01-06 01:15:00,1002.0,0
1997-01-06 01:30:00,1005.0,0
1997-01-06 01:45:00,1004.0,0
1997-01-06 02:00:00,1004.0,0
1997-01-06 02:15:00,999.0,0
1997-01-06 02:30:00,1011.0,0
1997-01-06 02:45:00,1006.0,0
1997-01-06 03:00:00,1015.0,0
1997-01-06 03:15:00,1027.0,0
1997-01-06 03:30:00,1027.0,0
1997-01-06 03:45:00,1026.0,0
1997-01-06 04:00:00,1029.0,0
1997-01-06 04:15:00,1020.0,0
1997-01-06 04:30:00,1014.0,0
1997-01-06 04:45:00,1028.0,0
1997-01-06 05:00:00,1028.0,0
1997-01-06 05:15:00,1011.0,0
1997-01-06 05:30:00,1023.0,0
1997-01-06 05:45:00,1031.0,0
1997-01-06 06:00:00,1044.0,0
1997-01-06 06:15:00,1044.0,0
1997-01-06 06:30:00,1123.0,0
1997-01-06 06:45:00,1134.0,0
1997-01-06 07:00:00,1158.0,0
1997-01-06 07:15:00,1215.0,0
1997-01-06 07:30:00,1287.0,0
1997-01-06 07:45:00,1367.0,0
1997-01-06 08:00:00,1454.0,0
1997-01-06 08:15:00,1528.0,0
1997-01-06 08:30:00,1653.0,0
1997-01-06 08:45:00,1742.0,0
1997-01-06 09:00:00,1720.0,0
1997-01-06 09:15:00,1699.0,0
1997-01-06 09:30:00,1728.0,0
1997-01-06 09:45:00,1752.0,0
1997-01-06 10:00:00,1767.0,0
1997-01-06 10:15:00,1799.0,0
1997-01-06 10:30:00,1836.0,0
1997-01-06 10:45:00,1830.0,0
1997-01-06 11:00:00,1855.0,0
1997-01-06 11:15:00,1904.0,0
1997-01-06 11:30:00,1843.0,0
1997-01-06 11:45:00,1849.0,0
1997-01-06 12:00:00,1833.0,0
1997-01-06 12:15:00,1837.0,0
1997-01-06 12:30:00,1838.0,0
1997-01-06 12:45:00,1836.0,0
1997-01-06 13:00:00,1854.0,0
1997-01-06 13:15:00,1817.0,0
1997-01-06 13:30:00,1810.0,0
1997-01-06 13:45:00,1814.0,0
1997-01-06 14:00:00,1807.0,0
1997-01-06 14:15:00,1773.0,0
1997-01-06 14:30:00,1798.0,0
1997-01-06 14:45:00,1755.0,0
1997-01-06 15:00:00,1743.0,0
1997-01-06 15:15:00,1736.0,0
1997-01-06 15:30:00,1749.0,0
1997-01-06 15:45:00,1748.0,0
1997-01-06 16:00:00,1706.0,0
1997-01-06 16:15:00,1679.0,0
1997-01-06 16:30:00,1631.0,0
1997-01-06 16:45:00,1603.0,0
1997-01-06 17:00:00,1448.0,0
1997-01-06 17:15:00,1375.0,0
1997-01-06 17:30:00,1393.0,0
1997-01-06 17:45:00,1327.0,0
1997-01-06 18:00:00,1345.0,0
1997-01-06 18:15:00,1309.0,0
1997-01-06 18:30:00,1158.0,0
1997-01-06 18:45:00,1176.0,0
1997-01-06 19:00:00,1196.0,0
1997-01-06 19:15:00,1197.0,0
1997-01-06 19:30:00,1168.0,0
1997-01-06 19:45:00,1146.0,0
1997-01-06 20:00:00,1151.0,0
1997-01-06 20:15:00,1071.0,0
1997-01-06 20:30:00,1108.0,0
1997-01-06 20:45:00,1118.0,0
1997-01-06 21:00:00,1130.0,0
1997-01-06 21:15:00,1086.0,0
1997-01-06 21:30:00,1139.0,0
1997-01-06 21:45:00,1148.0,0
1997-01-06 22:00:00,1130.0,0
1997-01-06 22:15:00,1136.0,0
1997-01-06 22:30:00,1127.0,0
1997-01-06 22:45:00,1125.0,0
1997-01-06 23:00:00,1095.0,0
1997-01-06 23:15:00,1078.0,0
1997-01-06 23:30:00,1088.0,0
1997-01-06 23:45:00,1106.0,0
1997-01-07 00:00:00,1104.0,0
1997-01-07 00:15:00,1076.0,0
1997-01-07 00:30:00,1104.0,0
1997-01-07 00:45:00,1097.0,0
1997-01-07 01:00:00,1095.0,0
1997-01-07 01:15:00,1132.0,0
1997-01-07 01:30:00,1076.0,0
1997-01-07 01:45:00,1135.0,0
1997-01-07 02:00:00,1114.0,0
1997-01-07 02:15:00,1081.0,0
1997-01-07 02:30:00,1123.0,0
1997-01-07 02:45:00,1074.0,0
1997-01-07 03:00:00,1030.0,0
1997-01-07 03:15:00,1035.0,0
1997-01-07 03:30:00,1061.0,0
1997-01-07 03:45:00,1060.0,0
1997-01-07 04:00:00,1079.0,0
1997-01-07 04:15:00,1112.0,0
1997-01-07 04:30:00,1096.0,0
1997-01-07 04:45:00,1132.0,0
1997-01-07 05:00:00,1148.0,0
1997-01-07 05:15:00,1149.0,0
1997-01-07 05:30:00,1135.0,0
1997-01-07 05:45:00,1119.0,0
1997-01-07 06:00:00,1131.0,0
1997-01-07 06:15:00,1152.0,0
1997-01-07 06:30:00,1198.0,0
1997-01-07 06:45:00,1202.0,0
1997-01-07 07:00:00,1335.0,0
1997-01-07 07:15:00,1344.0,0
1997-01-07 07:30:00,1323.0,0
1997-01-07 07:45:00,1422.0,0
1997-01-07 08:00:00,1463.0,0
1997-01-07 08:15:00,1629.0,0
1997-01-07 08:30:00,1839.0,0
1997-01-07 08:45:00,1822.0,0
1997-01-07 09:00:00,1847.0,0
1997-01-07 09:15:00,1833.0,0
1997-01-07 09:30:00,1979.0,0
1997-01-07 09:45:00,1936.0,0
1997-01-07 10:00:00,1874.0,0
1997-01-07 10:15:00,1862.0,0
1997-01-07 10:30:00,1895.0,0
1997-01-07 10:45:00,1820.0,0
1997-01-07 11:00:00,1856.0,0
1997-01-07 11:15:00,1859.0,0
1997-01-07 11:30:00,1803.0,0
1997-01-07 11:45:00,1763.0,0
1997-01-07 12:00:00,1834.0,0
1997-01-07 12:15:00,1822.0,0
1997-01-07 12:30:00,1813.0,0
1997-01-07 12:45:00,1836.0,0
1997-01-07 13:00:00,1828.0,0
1997-01-07 13:15:00,1757.0,0
1997-01-07 13:30:00,1745.0,0
1997-01-07 13:45:00,1796.0,0
1997-01-07 14:00:00,1794.0,0
1997-01-07 14:15:00,1779.0,0
1997-01-07 14:30:00,1749.0,0
1997-01-07 14:45:00,1811.0,0
1997-01-07 15:00:00,1783.0,0
1997-01-07 15:15:00,1706.0,0
1997-01-07 15:30:00,1724.0,0
1997-01-07 15:45:00,1702.0,0
1997-01-07 16:00:00,1637.0,0
1997-01-07 16:15:00,1603.0,0
1997-01-07 16:30:00,1561.0,0
1997-01-07 16:45:00,1475.0,0
1997-01-07 17:00:00,1355.0,0
1997-01-07 17:15:00,1307.0,0
1997-01-07 17:30:00,1246.0,0
1997-01-07 17:45:00,1218.0,0
1997-01-07 18:00:00,1226.0,0
1997-01-07 18:15:00,1181.0,0
1997-01-07 18:30:00,1136.0,0
1997-01-07 18:45:00,1139.0,0
1997-01-07 19:00:00,1147.0,0
1997-01-07 19:15:00,1116.0,0
1997-01-07 19:30:00,1077.0,0
1997-01-07 19:45:00,1070.0,0
1997-01-07 20:00:00,1067.0,0
1997-01-07 20:15:00,1067.0,0
1997-01-07 20:30:00,1108.0,0
1997-01-07 20:45:00,1095.0,0
1997-01-07 21:00:00,1069.0,0
1997-01-07 21:15:00,1070.0,0
1997-01-07 21:30:00,1038.0,0
1997-01-07 21:45:00,1032.0,0
1997-01-07 22:00:00,1059.0,0
1997-01-07 22:15:00,1052.0,0
1997-01-07 22:30:00,1050.0,0
1997-01-07 22:45:00,1052.0,0
1997-01-07 23:00:00,1062.0,0
1997-01-07 23:15:00,1058.0,0
1997-01-07 23:30:00,1067.0,0
1997-01-07 23:45:00,1070.0,0
1997-01-08 00:00:00,1076.0,0
1997-01-08 00:15:00,1025.0,0
1997-01-08 00:30:00,1021.0,0
1997-01-08 00:45:00,1003.0,0
1997-01-08 01:00:00,1012.0,0
1997-01-08 01:15:00,992.0,0
1997-01-08 01:30:00,1029.0,0
1997-01-08 01:45:00,1019.0,0
1997-01-08 02:00:00,1060.0,0
1997-01-08 02:15:00,1017.0,0
1997-01-08 02:30:00,1034.0,0
1997-01-08 02:45:00,1005.0,0
1997-01-08 03:00:00,1002.0,0
1997-01-08 03:15:00,1020.0,0
1997-01-08 03:30:00,1071.0,0
1997-01-08 03:45:00,1088.0,0
1997-01-08 04:00:00,1064.0,0
1997-01-08 04:15:00,1029.0,0
1997-01-08 04:30:00,1028.0,0
1997-01-08 04:45:00,1033.0,0
1997-01-08 05:00:00,1047.0,0
1997-01-08 05:15:00,1074.0,0
1997-01-08 05:30:00,1070.0,0
1997-01-08 05:45:00,1070.0,0
1997-01-08 06:00:00,1117.0,0
1997-01-08 06:15:00,1014.0,0
1997-01-08 06:30:00,1045.0,0
1997-01-08 06:45:00,1153.0,0
1997-01-08 07:00:00,1173.0,0
